rank	score	disease_name	disease_identifier
3249	0.4633	Silver-Russell syndrome due to a point mutation	ORPHA:397590
3249	0.4633	Silver-Russell syndrome due to a point mutation	ORPHA:397590
3249	0.4633	Silver-Russell syndrome 3	OMIM:616489
3249	0.4633	Lamb-Shaffer syndrome	OMIM:616803
3249	0.4633	17p13.3 microduplication syndrome	ORPHA:217385
3266	0.4632	LADD syndrome 1	OMIM:149730
3267	0.463	Marshall syndrome	ORPHA:560
3267	0.463	Glutaryl-CoA dehydrogenase deficiency	ORPHA:25
3269	0.4629	Schwartz-Jampel syndrome	ORPHA:800
3270	0.4624	Ulna and fibula, absence of, with severe limb deficiency	OMIM:276820
3270	0.4624	Chung-Jansen syndrome	OMIM:617991
3272	0.462	Stuve-Wiedemann syndrome/Schwartz-Jampel type 2 syndrome	OMIM:601559
3273	0.4616	Noonan syndrome-like disorder with or without juvenile myelomonocytic leukemia	OMIM:613563
3273	0.4616	Mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders	ORPHA:505248
3273	0.4616	Troyer syndrome	OMIM:275900
3276	0.4614	Wilson disease	OMIM:277900
3277	0.4612	X-linked dominant chondrodysplasia punctata	ORPHA:35173
3278	0.4609	Epilepsy, idiopathic generalized, 10	OMIM:613060
3278	0.4609	Vitamin D-dependent rickets, type I	OMIM:264700
3280	0.4603	Developmental and epileptic encephalopathy 59	OMIM:617904
3281	0.4598	Neurodevelopmental disorder with microcephaly, seizures, and neonatal cholestasis	OMIM:619685
3282	0.4597	Spinocerebellar ataxia type 10	ORPHA:98761
3283	0.4593	Nail-patella syndrome	ORPHA:2614
3284	0.4591	Immunoskeletal dysplasia with neurodevelopmental abnormalities	OMIM:617425
3284	0.4591	Choreoacanthocytosis	ORPHA:2388
3286	0.4586	Hyperostosis corticalis generalisata	ORPHA:3416
3286	0.4586	Hyperostosis corticalis generalisata	ORPHA:3416
3288	0.4573	Juvenile myoclonic epilepsy	ORPHA:307
3288	0.4573	Juvenile myoclonic epilepsy	ORPHA:307
3288	0.4573	Juvenile myoclonic epilepsy	ORPHA:307
3288	0.4573	Juvenile myoclonic epilepsy	ORPHA:307
3288	0.4573	Juvenile myoclonic epilepsy	ORPHA:307
3288	0.4573	Juvenile myoclonic epilepsy	ORPHA:307
3288	0.4573	Fibrochondrogenesis 1	OMIM:228520
3288	0.4573	Juvenile myoclonic epilepsy	ORPHA:307
3296	0.4572	Faundes-Banka syndrome	OMIM:619376
3297	0.4564	Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 2	OMIM:618193
3298	0.4563	Developmental and epileptic encephalopathy 47	OMIM:617166
3299	0.456	Classic homocystinuria	ORPHA:394
3299	0.456	Mitochondrial complex IV deficiency, nuclear type 3	OMIM:619046
3301	0.4557	Nasu-Hakola disease	ORPHA:2770
3301	0.4557	Nasu-Hakola disease	ORPHA:2770
3303	0.4556	Deafness, X-linked 4	OMIM:300066
3304	0.4552	Geroderma osteodysplasticum	OMIM:231070
3305	0.4551	Hyperparathyroidism, transient neonatal	OMIM:618188
3306	0.455	Cutis marmorata telangiectatica congenita	ORPHA:1556
3306	0.455	Cutis marmorata telangiectatica congenita	ORPHA:1556
3308	0.4548	Muscular dystrophy-dystroglycanopathy (congenital with impaired intellectual development), type B, 6	OMIM:608840
3309	0.4546	Hutchinson-Gilford progeria syndrome	ORPHA:740
3309	0.4546	Hutchinson-Gilford progeria syndrome	ORPHA:740
3311	0.4544	Meckel syndrome 14	OMIM:619879
3312	0.454	Ceroid lipofuscinosis, neuronal, 13 (Kufs type)	OMIM:615362
3312	0.454	Alpha-methylacyl-CoA racemase deficiency	OMIM:614307
3314	0.4538	Rolandic epilepsy	ORPHA:1945
3314	0.4538	Developmental and epileptic encephalopathy 12	OMIM:613722
3314	0.4538	Rolandic epilepsy	ORPHA:1945
3314	0.4538	Rolandic epilepsy	ORPHA:1945
3314	0.4538	DDOST-CDG	ORPHA:300536
3314	0.4538	Monosomy 5p	ORPHA:281
3314	0.4538	Monosomy 5p	ORPHA:281
3321	0.4536	Beckwith-Wiedemann syndrome	OMIM:130650
3322	0.4532	Deafness, autosomal recessive 30	OMIM:607101
3323	0.4526	Sanjad-Sakati syndrome	ORPHA:2323
3323	0.4526	Hypogonadotropic hypogonadism 4 with or without anosmia	OMIM:610628
3323	0.4526	Severe generalized junctional epidermolysis bullosa	ORPHA:79404
3323	0.4526	Severe generalized junctional epidermolysis bullosa	ORPHA:79404
3323	0.4526	Severe generalized junctional epidermolysis bullosa	ORPHA:79404
3323	0.4526	Cerebrotendinous xanthomatosis	OMIM:213700
3329	0.4525	Microcephaly with or without chorioretinopathy, lymphedema, or impaired intellectual development	OMIM:152950
3330	0.4522	Epilepsy, progressive myoclonic 2B (Lafora)	OMIM:254780
3330	0.4522	Epilepsy, progressive myoclonic 2A (Lafora)	OMIM:254780
3332	0.4516	?Pontocerebellar hypoplasia, type 15	OMIM:619302
3332	0.4516	Pontocerebellar hypoplasia, type 14	OMIM:619301
3334	0.4515	Macrocephaly-intellectual disability-autism syndrome	ORPHA:210548
3334	0.4515	Nabais Sa-de Vries syndrome, type 2	OMIM:618829
3334	0.4515	?Meckel syndrome 10	OMIM:614175
3334	0.4515	Joubert syndrome 34	OMIM:614175
3334	0.4515	Early-onset parkinsonism-intellectual disability syndrome	ORPHA:2379
3334	0.4515	Osteogenesis imperfecta, type XV	OMIM:615220
3334	0.4515	Trichomegaly-retina pigmentary degeneration-dwarfism syndrome	ORPHA:3363
3334	0.4515	Atelis syndrome 2	OMIM:620185
3334	0.4515	Macrocephaly-intellectual disability-autism syndrome	ORPHA:210548
3334	0.4515	Developmental and speech delay due to SOX5 deficiency	ORPHA:313892
3344	0.4514	Sclerosteosis	ORPHA:3152
3344	0.4514	Sclerosteosis	ORPHA:3152
3346	0.4512	Ceroid lipofuscinosis, neuronal, 4 (Kufs type), autosomal dominant	OMIM:162350
3346	0.4512	Sandhoff disease, infantile form	ORPHA:309155
3348	0.4511	Neurodevelopmental disorder with facial dysmorphism, absent language, and pseudo-Pelger-Huet anomaly	OMIM:620075
3348	0.4511	Hyperinsulinemic hypoglycemia, familial, 8	OMIM:620211
3350	0.4509	Endosteal hyperostosis, Worth type	ORPHA:2790
3351	0.4507	Brittle cornea syndrome	ORPHA:90354
3351	0.4507	Brittle cornea syndrome	ORPHA:90354
3353	0.4504	Hydrocephalus with stenosis of the aqueduct of Sylvius	ORPHA:2182
3354	0.4501	Lipodystrophy, familial partial, type 7	OMIM:606721
3354	0.4501	Paget disease of bone 2, early-onset	OMIM:602080
3356	0.4499	Craniodiaphyseal dysplasia	ORPHA:1513
3356	0.4499	Craniodiaphyseal dysplasia	ORPHA:1513
3358	0.4498	Congenital amegakaryocytic thrombocytopenia	ORPHA:3319
3358	0.4498	Congenital amegakaryocytic thrombocytopenia	ORPHA:3319
3360	0.4494	Fraser syndrome	ORPHA:2052
3360	0.4494	Fraser syndrome	ORPHA:2052
3360	0.4494	Fraser syndrome	ORPHA:2052
3363	0.4493	Lujan-Fryns syndrome	OMIM:309520
3364	0.4491	Epilepsy, familial temporal lobe, 5	OMIM:614417
3365	0.4488	Rolandic epilepsy-speech dyspraxia syndrome	ORPHA:163721
3365	0.4488	Pyruvate dehydrogenase E1-alpha deficiency	ORPHA:79243
3365	0.4488	Rolandic epilepsy-speech dyspraxia syndrome	ORPHA:163721
3365	0.4488	Pyruvate dehydrogenase E1-alpha deficiency	ORPHA:79243
3369	0.4484	Pontocerebellar hypoplasia type 2B	OMIM:612389
3370	0.4483	Midface hypoplasia, hearing impairment, elliptocytosis, and nephrocalcinosis	OMIM:300990
3371	0.4482	COG1-CDG	ORPHA:263508
3371	0.4482	Polymicrogyria with or without vascular-type EDS	OMIM:618343
3373	0.4476	Juvenile absence epilepsy	ORPHA:1941
3374	0.4473	Microcephaly, developmental delay, and brittle hair syndrome	OMIM:618891
3375	0.4471	Osteogenesis imperfecta, type V	OMIM:610967
3376	0.447	Glycogen storage disease due to liver and muscle phosphorylase kinase deficiency	ORPHA:79240
3377	0.4467	Usher syndrome, type 1D	OMIM:601067
3377	0.4467	Usher syndrome, type 2D	OMIM:611383
3377	0.4467	Deafness, autosomal recessive 1B	OMIM:612645
3377	0.4467	Usher syndrome, type 1D/F digenic	OMIM:601067
3377	0.4467	Deafness, autosomal recessive 84A	OMIM:613391
3377	0.4467	Laminin subunit alpha 2-related congenital muscular dystrophy	ORPHA:258
3377	0.4467	Deafness, autosomal recessive 70, with or without adult-onset neurodegeneration	OMIM:614934
3384	0.4462	X-linked intellectual disability, Snyder type	ORPHA:3063
3385	0.446	Neurodevelopmental disorder with or without autism or seizures	OMIM:619239
3385	0.446	Tuberous sclerosis-1	OMIM:191100
3385	0.446	Alagille syndrome 1	OMIM:118450
3388	0.4459	Convulsions, familial infantile, with paroxysmal choreoathetosis	OMIM:602066
3388	0.4459	Waldenström macroglobulinemia	ORPHA:33226
3388	0.4459	Spinocerebellar ataxia type 36	ORPHA:276198
3391	0.4455	Achondroplasia	OMIM:100800
3392	0.4453	Peroxisome biogenesis disorder 4A (Zellweger)	OMIM:614862
3393	0.4451	Generalized epilepsy with febrile seizures plus, type 1	OMIM:604233
3393	0.4451	Epilepsy, progressive myoclonic 6	OMIM:614018
3393	0.4451	Epilepsy, progressive myoclonic 6	OMIM:614018
3396	0.4449	Developmental and epileptic encephalopathy 97	OMIM:619561
3397	0.4445	Branchio-oculo-facial syndrome	ORPHA:1297
3397	0.4445	Congenital myopathy 13	OMIM:255995
3399	0.4443	Williams syndrome	ORPHA:904
3399	0.4443	Williams syndrome	ORPHA:904
3399	0.4443	Williams syndrome	ORPHA:904
3399	0.4443	Williams syndrome	ORPHA:904
3399	0.4443	Williams syndrome	ORPHA:904
3399	0.4443	Williams syndrome	ORPHA:904
3399	0.4443	Mitochondrial complex IV deficiency, nuclear type 12	OMIM:619055
3399	0.4443	Williams syndrome	ORPHA:904
3399	0.4443	Williams syndrome	ORPHA:904
3399	0.4443	Williams syndrome	ORPHA:904
3399	0.4443	Williams syndrome	ORPHA:904
3399	0.4443	Williams syndrome	ORPHA:904
3399	0.4443	Williams syndrome	ORPHA:904
3399	0.4443	Williams syndrome	ORPHA:904
3399	0.4443	Williams syndrome	ORPHA:904
3399	0.4443	Williams syndrome	ORPHA:904
3399	0.4443	Williams syndrome	ORPHA:904
3399	0.4443	Williams syndrome	ORPHA:904
3399	0.4443	Williams syndrome	ORPHA:904
3399	0.4443	Williams syndrome	ORPHA:904
3399	0.4443	Williams syndrome	ORPHA:904
3420	0.4442	Hyperekplexia-epilepsy syndrome	ORPHA:163985
3420	0.4442	Spinal muscular atrophy with congenital bone fractures 1	OMIM:616866
3420	0.4442	Frontonasal dysplasia 1	OMIM:136760
3420	0.4442	Spinal muscular atrophy with congenital bone fractures 2	OMIM:616867
3424	0.4439	Platyspondylic skeletal dysplasia, Torrance type	OMIM:151210
3424	0.4439	Chondrodysplasia-difference of sex development syndrome	ORPHA:1422
3426	0.4438	KID syndrome	ORPHA:477
3426	0.4438	KID syndrome	ORPHA:477
3428	0.4434	?Febrile seizures, familial, 4	OMIM:604352
3428	0.4434	Febrile seizures, familial, 2	OMIM:602477
3428	0.4434	Epilepsy, idiopathic generalized, susceptibility to, 17	OMIM:602477
3431	0.4433	Hypophosphatemic rickets with hypercalciuria	OMIM:241530
3432	0.4432	COMMAD syndrome	OMIM:617306
3433	0.4431	Atelosteogenesis type III	ORPHA:56305
3434	0.4429	Cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome	ORPHA:436174
3435	0.4426	Congenital fibrosis of extraocular muscles	ORPHA:45358
3435	0.4426	Congenital fibrosis of extraocular muscles	ORPHA:45358
3435	0.4426	Congenital fibrosis of extraocular muscles	ORPHA:45358
3435	0.4426	Congenital fibrosis of extraocular muscles	ORPHA:45358
3435	0.4426	Congenital fibrosis of extraocular muscles	ORPHA:45358
3435	0.4426	Congenital fibrosis of extraocular muscles	ORPHA:45358
3441	0.4425	Congenital muscular dystrophy due to LMNA mutation	ORPHA:157973
3441	0.4425	Neurodegeneration due to 3-hydroxyisobutyryl-CoA hydrolase deficiency	ORPHA:88639
3441	0.4425	Methylmalonic acidemia with homocystinuria, type cblC	ORPHA:79282
3444	0.4423	Marshall syndrome	OMIM:154780
3445	0.4418	Weaver syndrome	ORPHA:3447
3445	0.4418	Weaver syndrome	ORPHA:3447
3445	0.4418	Weaver syndrome	ORPHA:3447
3445	0.4418	Calvarial doughnut lesions with bone fragility with or without spondylometaphyseal dysplasia	OMIM:126550
3445	0.4418	Weaver syndrome	ORPHA:3447
3450	0.4416	Brachycephaly, trichomegaly, and developmental delay	OMIM:617412
3451	0.4415	Familial dysautonomia	ORPHA:1764
3452	0.4413	Deafness, X-linked 2	OMIM:304400
3452	0.4413	LEOPARD syndrome 1	OMIM:151100
3454	0.4412	Early-onset epileptic encephalopathy-cortical blindness-intellectual disability-facial dysmorphism syndrome	ORPHA:411986
3454	0.4412	Osteogenesis imperfecta, type XXI	OMIM:619131
3454	0.4412	RIDDLE syndrome	ORPHA:420741
3457	0.4411	Hereditary sensory and autonomic neuropathy type 2	ORPHA:970
3457	0.4411	Hereditary sensory and autonomic neuropathy type 2	ORPHA:970
3457	0.4411	Hereditary sensory and autonomic neuropathy type 2	ORPHA:970
3457	0.4411	Hereditary sensory and autonomic neuropathy type 2	ORPHA:970
3461	0.441	Cataracts, spastic paraparesis, and speech delay	OMIM:619338
3462	0.4409	Bruck syndrome	ORPHA:2771
3462	0.4409	Bruck syndrome	ORPHA:2771
3464	0.4408	Osteogenesis imperfecta, type XVIII	OMIM:617952
3465	0.4403	Intellectual developmental disorder, autosomal recessive 78	OMIM:620237
3466	0.4402	Reticular dysgenesis	ORPHA:33355
3466	0.4402	Reticular dysgenesis	ORPHA:33355
3468	0.4398	Kniest dysplasia	OMIM:156550
3468	0.4398	Peripheral primitive neuroectodermal tumor	ORPHA:370348
3468	0.4398	Familial thrombocytosis	ORPHA:71493
3468	0.4398	Rickets due to defect in vitamin D 25-hydroxylation deficiency	OMIM:600081
3468	0.4398	Familial thrombocytosis	ORPHA:71493
3468	0.4398	Gitelman syndrome	OMIM:263800
3468	0.4398	Sneddon syndrome	ORPHA:820
3468	0.4398	Familial thrombocytosis	ORPHA:71493
3476	0.4396	Developmental and epileptic encephalopathy 61	OMIM:617933
3477	0.4395	Migraine, familial basilar	OMIM:602481
3478	0.4394	Epilepsy, juvenile myoclonic, susceptibility to, 10	OMIM:617924
3478	0.4394	Leukemia, megakaryoblastic, with or without Down syndrome, somatic	OMIM:190685
3478	0.4394	Laurence-Moon syndrome	ORPHA:2377
3481	0.4392	Intellectual disability-developmental delay-contractures syndrome	ORPHA:3454
3481	0.4392	?Rajab interstitial lung disease with brain calcifications 2	OMIM:619013
3481	0.4392	Dias-Logan syndrome	OMIM:617101
3481	0.4392	Autosomal recessive spastic paraplegia type 20	ORPHA:101000
3485	0.4389	Bruck syndrome 2	OMIM:609220
3486	0.4384	Intellectual developmental disorder, X-linked 99	OMIM:300919
3486	0.4384	ALDH18A1-related De Barsy syndrome	ORPHA:35664
3486	0.4384	Pontocerebellar hypoplasia, type 8	OMIM:614961
3486	0.4384	Spastic paraplegia 53, autosomal recessive	OMIM:614898
3486	0.4384	Marden-Walker syndrome	ORPHA:2461
3491	0.4383	Friedreich ataxia	ORPHA:95
3492	0.4382	Cleft palate, cardiac defects, and impaired intellectual development	OMIM:600987
3492	0.4382	Alpha-aminoadipic and alpha-ketoadipic aciduria	OMIM:204750
3492	0.4382	Immunodeficiency 78 with autoimmunity and developmental delay	OMIM:619220
3492	0.4382	Intellectual developmental disorder, autosomal recessive 43	OMIM:615817
3496	0.4378	Myopathy, myofibrillar, 7	OMIM:617114
3497	0.4377	Childhood absence epilepsy	ORPHA:64280
3497	0.4377	Childhood absence epilepsy	ORPHA:64280
3497	0.4377	Childhood absence epilepsy	ORPHA:64280
3497	0.4377	Childhood absence epilepsy	ORPHA:64280
3497	0.4377	Microcephalic osteodysplastic primordial dwarfism, type II	OMIM:210720
3497	0.4377	Childhood absence epilepsy	ORPHA:64280
3497	0.4377	Noonan syndrome 14	OMIM:619745
3504	0.4376	Episodic ataxia, type 6	OMIM:612656
3504	0.4376	Arthrogryposis, distal, type 3	OMIM:114300
3506	0.4374	Episodic ataxia type 6	ORPHA:209967
3507	0.437	Synaptic congenital myasthenic syndromes	ORPHA:98915
3507	0.437	Synaptic congenital myasthenic syndromes	ORPHA:98915
3509	0.4369	Familial calcium pyrophosphate deposition	ORPHA:1416
3509	0.4369	Familial calcium pyrophosphate deposition	ORPHA:1416
3511	0.4364	Rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome	ORPHA:163727
3511	0.4364	MERRF	ORPHA:551
3513	0.4357	Epilepsy, rolandic, with paroxysmal exercise-induce dystonia and writer's cramp	OMIM:608105
3514	0.4346	Deafness, autosomal dominant 65	OMIM:616044
3515	0.4342	Cockayne syndrome type 2	ORPHA:90322
3515	0.4342	Cockayne syndrome type 2	ORPHA:90322
3515	0.4342	Cockayne syndrome type 2	ORPHA:90322
3515	0.4342	Cockayne syndrome type 2	ORPHA:90322
3515	0.4342	Fragile X tremor/ataxia syndrome	OMIM:300623
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Autosomal recessive spinocerebellar ataxia-blindness-deafness syndrome	ORPHA:95433
3515	0.4342	Xeroderma pigmentosum, type F/Cockayne syndrome	OMIM:278760
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Spinocerebellar ataxia 13	OMIM:605259
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Mucoepithelial dysplasia, hereditary	OMIM:158310
3515	0.4342	Spastic paraplegia 7, autosomal recessive	OMIM:607259
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Charcot-Marie-Tooth disease, type 4C	OMIM:601596
3515	0.4342	Spinocerebellar ataxia 50	OMIM:620158
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	?Combined oxidative phosphorylation deficiency 51	OMIM:619057
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Spastic paraplegia 46, autosomal recessive	OMIM:614409
3515	0.4342	Autosomal recessive spastic paraplegia type 46	ORPHA:320391
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Spinocerebellar ataxia 36	OMIM:614153
3515	0.4342	Neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset	OMIM:617145
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Spinocerebellar ataxia 25	OMIM:608703
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Spinocerebellar ataxia type 18	ORPHA:98771
3515	0.4342	Spinocerebellar ataxia type 31	ORPHA:217012
3515	0.4342	Auditory neuropathy and optic atrophy	OMIM:617717
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Bardet-Biedl syndrome	ORPHA:110
3515	0.4342	Spinocerebellar ataxia, autosomal recessive 8	OMIM:610743
3564	0.434	Usher syndrome type 3B	OMIM:614504
3564	0.434	Spastic ataxia 3, autosomal recessive	OMIM:611390
3564	0.434	Moderate hemophilia A	ORPHA:169805
3567	0.4339	Familial Mediterranean fever	ORPHA:342
3568	0.4337	Stickler syndrome, type I	OMIM:108300
3568	0.4337	Progressive myoclonic epilepsy type 3	ORPHA:263516
3570	0.4335	Congenital myopathy 19	OMIM:618578
3571	0.4327	Otospondylomegaepiphyseal dysplasia	ORPHA:1427
3572	0.4317	Normosmic congenital hypogonadotropic hypogonadism	ORPHA:432
3572	0.4317	Normosmic congenital hypogonadotropic hypogonadism	ORPHA:432
3572	0.4317	Normosmic congenital hypogonadotropic hypogonadism	ORPHA:432
3572	0.4317	Normosmic congenital hypogonadotropic hypogonadism	ORPHA:432
3572	0.4317	Normosmic congenital hypogonadotropic hypogonadism	ORPHA:432
3572	0.4317	Normosmic congenital hypogonadotropic hypogonadism	ORPHA:432
3572	0.4317	Normosmic congenital hypogonadotropic hypogonadism	ORPHA:432
3572	0.4317	Normosmic congenital hypogonadotropic hypogonadism	ORPHA:432
3572	0.4317	Normosmic congenital hypogonadotropic hypogonadism	ORPHA:432
3572	0.4317	Normosmic congenital hypogonadotropic hypogonadism	ORPHA:432
3572	0.4317	Normosmic congenital hypogonadotropic hypogonadism	ORPHA:432
3572	0.4317	Normosmic congenital hypogonadotropic hypogonadism	ORPHA:432
3572	0.4317	Normosmic congenital hypogonadotropic hypogonadism	ORPHA:432
3572	0.4317	Normosmic congenital hypogonadotropic hypogonadism	ORPHA:432
3572	0.4317	Normosmic congenital hypogonadotropic hypogonadism	ORPHA:432
3572	0.4317	Normosmic congenital hypogonadotropic hypogonadism	ORPHA:432
3572	0.4317	Normosmic congenital hypogonadotropic hypogonadism	ORPHA:432
3572	0.4317	Normosmic congenital hypogonadotropic hypogonadism	ORPHA:432
3590	0.4316	Intellectual developmental disorder, X-linked syndromic 16	OMIM:305400
3591	0.4315	Ceroid lipofuscinosis, neuronal, 6B (Kufs type)	OMIM:204300
3591	0.4315	Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy 1	OMIM:221770
3593	0.4314	Camptodactyly-tall stature-scoliosis-hearing loss syndrome	ORPHA:85164
3593	0.4314	LADD syndrome 2	OMIM:620192
3593	0.4314	Tibial hemimelia	ORPHA:93322
3593	0.4314	Stickler syndrome, type I, nonsyndromic ocular	OMIM:609508
3593	0.4314	Deafness, autosomal recessive 86	OMIM:614617
3593	0.4314	Toriello-Lacassie-Droste syndrome	ORPHA:3339
3593	0.4314	Charcot-Marie-Tooth disease, type 1A	OMIM:118220
3593	0.4314	?Deafness, autosomal dominant 89	OMIM:620284
3593	0.4314	Deafness autosomal recessive 106	OMIM:617637
3593	0.4314	Deafness, autosomal dominant 15	OMIM:602459
3593	0.4314	BOR syndrome	ORPHA:107
3593	0.4314	Split-hand/foot malformation 1	OMIM:183600
3593	0.4314	Hidrotic ectodermal dysplasia	ORPHA:189
3593	0.4314	Sinoatrial node dysfunction and deafness	OMIM:614896
3593	0.4314	Townes-Brocks syndrome	ORPHA:857
3593	0.4314	Cholestasis, progressive familial intrahepatic, 7, with or without hearing loss	OMIM:619658
3593	0.4314	Alport syndrome 2, autosomal recessive	OMIM:203780
3593	0.4314	Blepharophimosis-intellectual disability syndrome, Ohdo type	ORPHA:2728
3593	0.4314	Deafness, autosomal recessive 6	OMIM:600971
3593	0.4314	Myopathy, distal, 7, adult-onset, X-linked	OMIM:301075
3593	0.4314	?ABCD syndrome	OMIM:600501
3593	0.4314	Waardenburg-Shah syndrome	ORPHA:897
3593	0.4314	BOR syndrome	ORPHA:107
3593	0.4314	Deafness, autosomal recessive 107	OMIM:617639
3593	0.4314	Isolated Klippel-Feil syndrome	ORPHA:2345
3593	0.4314	Deafness, autosomal recessive 74	OMIM:613718
3593	0.4314	Mayer-Rokitansky-Küster-Hauser syndrome type 2	ORPHA:2578
3593	0.4314	Alport syndrome 2, autosomal recessive	OMIM:203780
3593	0.4314	Keratoderma, palmoplantar, with deafness	OMIM:148350
3593	0.4314	Vohwinkel syndrome	OMIM:124500
3593	0.4314	Bart-Pumphrey syndrome	OMIM:149200
3593	0.4314	X-linked Charcot-Marie-Tooth disease type 4	ORPHA:101078
3593	0.4314	Duane retraction syndrome 3	OMIM:617041
3593	0.4314	Erythrokeratodermia variabilis	ORPHA:317
3593	0.4314	Sensorineural deafness with dilated cardiomyopathy	ORPHA:217622
3593	0.4314	GRACILE syndrome	ORPHA:53693
3593	0.4314	Developmental delay, impaired growth, dysmorphic facies, and axonal neuropathy	OMIM:619090
3593	0.4314	Autosomal recessive progressive external ophthalmoplegia	ORPHA:254886
3593	0.4314	Axenfeld-Rieger syndrome	ORPHA:782
3593	0.4314	Peroxisome biogenesis disorder 11B	OMIM:614885
3593	0.4314	Waardenburg-Shah syndrome	ORPHA:897
3593	0.4314	Infantile-onset spinocerebellar ataxia	ORPHA:1186
3593	0.4314	Noonan syndrome-like disorder with loose anagen hair	ORPHA:2701
3593	0.4314	XFE progeroid syndrome	OMIM:610965
3593	0.4314	X-linked Charcot-Marie-Tooth disease type 5	ORPHA:99014
3593	0.4314	LADD syndrome 3	OMIM:620193
3593	0.4314	Waardenburg-Shah syndrome	ORPHA:897
3593	0.4314	Tietz syndrome	ORPHA:42665
3593	0.4314	Fanconi anemia, complementation group A	OMIM:227650
3593	0.4314	Fanconi anemia, complementation group C	OMIM:227645
3593	0.4314	Fanconi anemia, complementation group D2	OMIM:227646
3593	0.4314	Fanconi anemia, complementation group P	OMIM:613951
3593	0.4314	Fanconi anemia, complementation group T	OMIM:616435
3593	0.4314	Kearns-Sayre syndrome	ORPHA:480
3593	0.4314	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 5	OMIM:613077
3593	0.4314	Adult-onset chronic progressive external ophthalmoplegia with mitochondrial myopathy	ORPHA:329336
3593	0.4314	Severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome	ORPHA:369939
3593	0.4314	Deafness, autosomal recessive 93	OMIM:614899
3593	0.4314	Cholestasis, benign recurrent intrahepatic	OMIM:243300
3593	0.4314	Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or impaired intellectual development	OMIM:120433
3593	0.4314	Barber-Say syndrome	ORPHA:1231
3593	0.4314	Ablepharon-macrostomia syndrome	OMIM:200110
3593	0.4314	Barber-Say syndrome	OMIM:209885
3593	0.4314	Autosomal recessive progressive external ophthalmoplegia	ORPHA:254886
3593	0.4314	?Fibromatosis, gingival, 1	OMIM:135300
3593	0.4314	Congenital disorder of deglycosylation 2	OMIM:619775
3593	0.4314	?Abruzzo-Erickson syndrome	OMIM:302905
3593	0.4314	Focal dermal hypoplasia	ORPHA:2092
3593	0.4314	Mayer-Rokitansky-Küster-Hauser syndrome type 2	ORPHA:2578
3593	0.4314	Autosomal dominant spastic paraplegia type 13	ORPHA:100994
3593	0.4314	Axenfeld-Rieger syndrome	ORPHA:782
3593	0.4314	Charcot-Marie-Tooth disease type 1B	ORPHA:101082
3593	0.4314	Coenzyme Q10 deficiency, primary, 2	OMIM:614651
3593	0.4314	Turcot syndrome with polyposis	ORPHA:99818
3593	0.4314	X-linked Charcot-Marie-Tooth disease type 1	ORPHA:101075
3593	0.4314	Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome	ORPHA:86818
3593	0.4314	Congenital disorder of glycosylation, type IIi	OMIM:613612
3593	0.4314	Brittle cornea syndrome 1	OMIM:229200
3593	0.4314	Moebius syndrome	ORPHA:570
